Text,Tag
Success,O
Saksham,B-SUPP_N
&,I-SUPP_N
Co,I-SUPP_N
303,O
Lloyds,O
Chamber,O
Mangalwar,O
Peth,O
Pune,O
Mob,O
:,O
91,O
-,O
8381086284,O
MAHARASHTRA,O
INDIA,O
TAX,O
INVOICE,O
(,O
See,O
rule,O
46,O
read,O
with,O
Section,O
31,O
of,O
the,O
Central,O
Goods,O
And,O
Services,O
Tax,O
Act,O
2017,O
),O
ORIGINAL,O
FOR,O
RECIPIENT,O
DUPLICATE,O
FOR,O
TRANSPORTER,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
:,O
4,B-INV_NO
Date,B-INV_DL
:,O
01-09-2020,B-INV_DT
GST,B-GSTL
IN,I-GSTL
:,O
27BEMPLO248G1ZH,B-SUPP_G
Details,O
of,O
Buyer,O
(,O
Billed,O
to,O
),O
Name,O
Siddarth,B-BUY_N
Properties,I-BUY_N
TRIPLICATE,O
FOR,O
SUPPLIER,O
Details,O
of,O
Consignee,O
(,O
Shiped,O
to,O
),O
Name,O
Siddarth,O
Properties,O
Eden,O
Court,O
Model,O
Colony,O
Pune,O
Success,O
Square,O
Near,O
Karwe,O
Statue,O
Kothrud,O
Pune,O
GST,B-GSTL
IN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Code,O
:,O
27,O
GST,O
IN,O
:,O
27AAZFS3607C1ZY,O
State,O
Code,O
:,O
27,O
Tel,O
.,O
No,O
.,O
:,O
8308373800,O
Tel,O
.,O
No,O
.,O
:,O
Customer,O
PO,O
No,O
.,O
:,O
Conformation,O
dated,O
01.09.2020,O
Challan,O
No,O
's,O
:,O
Date,O
of,O
Supply,O
:,O
01.09.2020,O
Place,O
of,O
Work,O
:,O
Sinhgad,O
Road,O
Pune,O
Pay,O
t,O
Terms,O
:,O
Immediate,O
After,O
Delivery,O
Sr,O
.,O
No,O
.,O
Description,O
Specification,O
of,O
Goods,O
HSN,O
Rate,O
Quantity,O
Total,O
Discount/,O
Taxable,O
Code,O
Value,O
Abatement,O
Value,O
Nos,O
.,O
(,O
INR,O
),O
(,O
INR,O
),O
(,O
INR,O
),O
1,O
RCC,O
Hume,O
Pipe,O
300,O
mm,O
Dia,O
68101190,O
780,O
10,O
7800,O
0,O
7800,O
2,O
RCC,O
Hume,O
Pipe,O
200,O
mm,O
Dia,O
68101190,O
530,O
25,O
13250,O
13250,O
p.o-14173,O
Ren,O
.,O
AS,O
:,O
0,O
0,O
Add,O
:,O
Freight,O
Add,O
:,O
Other,O
(,O
Insurance/,O
P&F,O
etc,O
),O
Less,O
:,O
Advance,O
Recevied,O
Total,O
Taxable,O
Value,O
(,O
A,O
),O
In,O
INR,O
0,O
"21,050",O
Amount,O
in,O
words,O
9,O
%,O
CGST,O
Total,O
Invoice,O
Amount,O
in,O
(,O
Rs,O
.,O
),O
Twenty,O
Four,O
Thousand,O
Eight,O
Hundred,O
Thirty,O
Nine,O
Rupees,O
Only,O
In,O
INR,O
"1,894.50",O
9,O
%,O
SGST,O
Total,O
Invoice,O
Amount,O
Words,O
In,O
INR,O
Twenty,O
Four,O
Thousand,O
Eight,O
Hundred,O
Thirty,O
Nine,O
Rupees,O
Only,O
"1,894.50",O
0,O
%,O
Integrated,O
Tax,O
(,O
IGST,O
),O
In,O
INR,O
GST,O
Payable,O
on,O
Reverse,O
Charge,O
:,O
N.,O
A.,O
Round,O
off,O
GRAND,B-GT_AMTL
TOTAL,I-GT_AMTL
"24,839",B-GT_AMT
In,O
INR,O
For,O
Saksham,O
&,O
Co.,O
Declaration,O
We,O
declare,O
that,O
all,O
particulars,O
given,O
herein,O
are,O
TRUE,O
and,O
correct,O
les,O
Authorised,O
Signatory,O
This,O
is,O
computer,O
generated,O
invoice,O
does,O
n't,O
require,O
signature,O
