Text,Tag
GST,O
INVOICE,O
(,O
DUPLICATE,O
FOR,O
TRANSPORTER,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
e,O
-,O
Way,O
Bill,O
No,O
.,O
Dated,B-INV_DL
SM/19,B-INV_NO
-,I-INV_NO
201003226,I-INV_NO
2.61129E+11,O
09-Aug-19,B-INV_DT
Delivery,O
Note,O
Mode,O
/,O
Terms,O
of,O
Payment,O
ANG,B-SUPP_N
(,O
MANGALWAR,O
PETH,O
),O
ryods,O
Chamber,O
Barne,O
Road,O
wangalwar,O
Peth,O
Pune,O
IN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27,B-SUPP_G
ADXPS3921J1ZT,I-SUPP_G
Cate,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
er,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS360701ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Supplier,O
's,O
Ref,O
.,O
Other,O
Reference(s,O
),O
QUOTATION1166,O
Buyer,O
's,O
Order,O
No,O
.,O
Dated,O
QUOTATION1166,O
09-Jul-19,O
Despatch,O
Document,O
No,O
.,O
Delivery,O
Note,O
Date,O
',O
edit,O
Note,O
No,O
.,O
N/19,O
-,O
20/167,O
Dated,O
10-Aug-19,O
Mode,O
/,O
Terms,O
of,O
Payment,O
Despatched,O
through,O
Destination,O
Other,O
Reference(s,O
),O
Contact,O
person,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
Contact,O
:,O
8308824752,O
E,O
-,O
Mail,O
:,O
nilesh.mane@saarrthigroup.co.in,O
uyer,O
's,O
Ref,O
.,O
A/19,O
-,O
20/003226,O
dt,O
.,O
09-Aug-19,O
Buyer,O
's,O
Order,O
No,O
.,O
Dated,O
Terms,O
of,O
Delivery,O
SKYBAY,O
SR,O
Mhalunge,O
Pune,O
Po,O
No;-13300,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
SI,O
Description,O
of,O
Goods,O
Despatch,O
Document,O
No,O
.,O
HSN,O
/,O
SAC,O
GST,O
Quantity,O
Rate,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
3917,O
1,O
AJAY,O
PVC,O
PLAIN,O
S,O
/,O
Y,O
110MM,O
3917,O
2,O
AJAY,O
PVC,O
PLUG,O
BEND,O
75MM,O
3917,O
3,O
AJAY,O
PVC,O
PLUG,O
BEND,O
110MM,O
3917,O
4,O
AJAY,O
PVC,O
PLUG,O
TEE,O
75MM,O
3917,O
5,O
AJAY,O
PVC,O
PLUG,O
TEE,O
110MM,O
3917,O
6,O
AJAY,O
PVC,O
VENT,O
COWEL,O
75MM,O
3917,O
7,O
AJAY,O
PVC,O
VENT,O
COWEL,O
110MM,O
3917,O
8,O
AJAY,O
PVC,O
PIPE,O
B,O
-,O
TYPE,O
110MMX4FT,O
DIS,O
3917,O
9,O
AJAY,O
PVC,O
TEE,O
50MM,O
O,O
AJAY,O
PVC,O
REDUCER,O
SOCKET,O
160MM,O
X,O
110MM,O
3917,O
11,O
AJAY,O
PVC,O
SHOE,O
45DEG,O
110MM,O
12,O
AJAY,O
PVC,O
SHOE,O
45DEG,O
75MM,O
13,O
AJAY,O
PVC,O
REDUCING,O
TEE,O
110MMX75MM,O
3917,O
14,O
AJAY,O
PVC,O
ELBOW,O
50MM,O
15,O
.,O
AJAY,O
PVC,O
REDUCING,O
S,O
/,O
Y,O
110MMX75MM,O
3917,O
194,O
AJAY,O
PVC,O
REDUCER,O
TEE,O
160MM,O
X,O
110MM,O
3917,O
17,O
AJAY,O
PVC,O
REDUCING,O
PLUG,O
TEE,O
110MMX75MM,O
18,O
AJAY,O
PVC,O
REDUCER,O
PLUG,O
TEE,O
160MM,O
X,O
110MM,O
3917,O
A,O
CGST,O
3917,O
3917,O
18,O
%,O
9,O
Nos,O
.,O
776,O
Nos,O
.,O
54,O
%,O
18,O
