Text,Tag
TAX,O
INVOICE(Page,O
2,O
),O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
601,O
&,O
602,O
A,O
WING,O
MCCIA,O
Trade,O
Tower,O
ICC,O
Complex,O
S.B.,O
Road,O
Pune-411016,O
Mr.,O
Thube-08308824752,O
20,O
-,O
25433363,O
/,O
25433342,O
/,O
25435243,O
/,O
25433361,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
e,O
-,O
Way,O
Bill,O
No,O
.,O
Dated,B-INV_DL
SM/18,B-INV_NO
-,I-INV_NO
19/00060,I-INV_NO
05-Apr-18,B-INV_DT
Delivery,O
Note,O
Mode,O
/,O
Terms,O
of,O
Payment,O
SM/18,O
-,O
19/00060,O
Supplier,O
's,O
Ref,O
.,O
Other,O
Reference(s,O
),O
QUOTATION1003,O
Buyer,O
's,O
Order,O
No,O
.,O
Dated,O
QUOTATION1003,O
22-Mar-18,O
Despatch,O
Document,O
No,O
.,O
Delivery,O
Note,O
Date,O
05-Apr-18,O
Despatched,O
through,O
Destination,O
Terms,O
of,O
Delivery,O
SR,O
NO:15/6/1,O
TO,O
ROAD,O
BHD,O
MERCEDES,O
BENZ,O
SHOWROOM,O
TAL,O
-,O
MULSHI,O
DIST,O
-,O
PUNE,O
PO-11731.(9552541121/9763717493,O
),O
SI,O
No,O
.,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
GST,O
Rate,O
Quantity,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
27,O
AJAY,O
PVC,O
PLAIN,O
S,O
/,O
Y,O
110MM,O
28,O
AJAY,O
PVC,O
PLUG,O
TEE,O
75MM,O
29,O
AJAY,O
PVC,O
PIPE,O
B,O
-,O
TYPE,O
75MMX10FT,O
S,O
/,O
S,O
30,O
AJAY,O
PVC,O
PIPE,O
CLIP,O
75MM,O
31,O
AJAY,O
PVC,O
SHOE,O
45DEG,O
75MM,O
32,O
AJAY,O
PVC,O
PLUG,O
BEND,O
75,O
MM,O
33,O
SUPERGRIP,O
RUBER,O
LUBRICANT,O
500GM,O
34,O
SUPERGRIP,O
PVC,O
500,O
ML,O
TIN,O
3917,O
3917,O
3917,O
39174000,O
3917,O
3917,O
3403,O
35061000,O
18,O
%,O
28,O
Nos,O
.,O
18,O
%,O
26,O
Nos,O
.,O
18,O
%,O
26,O
Nos,O
18,O
%,O
60,O
Nos,O
.,O
18,O
%,O
20,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
4,O
TIN,O
18,O
%,O
4,O
TIN,O
267,O
Nos,O
.,O
138,O
Nos,O
.,O
827.00-,O
Nos,O
.,O
34,O
.,O
Nos,O
.,O
93,O
Nos,O
.,O
137,O
.,O
Nos,O
.,O
95,O
TIN,O
145,O
LTIN,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
938.4,O
855.6,O
630.2,O
380,O
580,O
Gst,O
Transport,O
CGST,O
(,O
-)0.18,O
SGST,O
Less,O
:,O
Round,O
Off,O
Total,B-GT_AMTL
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Seventy,O
Thousand,O
Eight,O
Hundred,O
Fifty,O
Nine,O
Only,O
"70,859",B-GT_AMT
E,O
&,O
O.E,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
A,O
/,O
C,O
No,O
.,O
:,O
5711312022,O
IMWe,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
*,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
MARA,O
H,O
Pun,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
