Text,Tag
17,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
60031/15,B-INV_NO
-,I-INV_NO
16,I-INV_NO
Dated,B-INV_DL
23-Feb-16,B-INV_DT
Ref,O
.,O
No,O
.,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
(,O
MANGALWAR,O
PETH,O
),O
409,O
Mangalwar,O
Peth,O
Llyods,O
Chambers,O
Shop,O
No,O
6Pune-11,O
20,O
-,O
Contact,O
:,O
20,O
-,O
E-Mail:sales.shahmarketing@gmail.com,O
TAX,O
INVOICE,O
prioris,O
Party,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
SOUVENIR,O
MHALUNGE.PO,O
NO:9728,O
.,O
(,O
8605016534,O
),O
Despatch,O
Document,O
dt,O
.,O
23-Feb-16,O
Delivery,O
Note,O
60031,O
VAT,O
%,O
Quantity,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
SI,O
Description,O
of,O
Goods,O
No,O
.,O
1,O
SW,O
GULLY,O
TRAP,O
"6""X4",O
"""",O
2,O
Cartagel,O
Loading/,O
Octroi,O
5,O
%,O
5,O
15,O
Nos,O
.,O
115,O
Nos,O
.,O
5,O
12,O
86.85,O
OUTPUT,O
VAT,O
5,O
%,O
OUTPUT,O
VAT,O
12.5,O
%,O
Round,O
Off,O
5,O
%,O
12.5,O
%,O
0.15,O
u,O
INVOICE,O
RECEIVED,O
DATE,O
.,O
113/2016,O
As,O
puo,O
po,O
180,O
SIGN,O
Total,B-GT_AMTL
15,O
Nos,O
.,O
*,O
"1,824",B-GT_AMT
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Er&e,O
.,O
E,O
Indian,O
Rupees,O
One,O
Thousand,O
Eight,O
Hundred,O
Twenty,O
Four,O
Only,O
VAT,O
Amount,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Eighty,O
Six,O
and,O
Eighty,O
Five,O
paise,O
Only,O
(,O
86.85,O
),O
VAT,O
%,O
Assessable,O
Value,O
VAT,O
Amount,O
5,O
%,O
86.85,O
Company,O
's,O
VAT,O
TIN,O
:,O
27110029618,O
V,O
w.e.f,O
.,O
1,O
-,O
4,O
-,O
2006,O
Company,O
's,O
LBT,O
No,O
.,O
:,O
PMC,O
-,O
LBT-076,O
-,O
24351,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
CST,O
No,O
.,O
:,O
27110029618,O
C,O
w.e.f,O
.,O
1,O
-,O
4,O
-,O
2006,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Buyer,O
's,O
VAT,O
TIN,O
:,O
27950684779V,O
A,O
/,O
C,O
No,O
.,O
:,O
5711312022,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
Declaration,O
for,O
SHAH,O
MARKETING,O
(,O
MANGALWAR,O
PETH,O
),O
i,O
/,O
we,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
Registration,O
Certificate,O
under,O
the,O
Maharashtra,O
Value,O
Added,O
Tax,O
Act,O
2005,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
goods,O
specified,O
in,O
this,O
tax,O
invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transaction,O
of,O
sale,O
covered,O
by,O
this,O
tax,O
invoice,O
has,O
been,O
effected,O
by,O
me,O
/,O
us,O
and,O
it,O
shall,O
be,O
accounted,O
for,O
in,O
the,O
turnover,O
of,O
sales,O
which,O
filling,O
of,O
return,O
and,O
the,O
due,O
tax,O
if,O
any,O
payable,O
on,O
the,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
Authorised,O
Signatory,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
MA,O
