Text,Tag
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
Dated,B-INV_DL
10-Oct-17,B-INV_DT
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
0376/17,B-INV_NO
-,I-INV_NO
18,I-INV_NO
gst,I-INV_NO
Ref,O
.,O
No,O
.,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
(,O
MANGALWAR,O
PETH,O
),O
(,O
BATH,O
DIVISION,O
),O
Llyods,O
Chambers,O
Shop,O
No.5,O
&,O
6,O
409,O
Mangalwar,O
Peth,O
Barne,O
Road,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
Contact,O
:,O
20,O
-,O
26052647,O
/,O
26052747,O
E,O
-,O
Mail,O
:,O
sales.shahmarketing@gmail.com,O
Tax,O
Invoice,O
Party,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
-,O
S.B.,O
Road,O
601,O
&,O
602,O
A,O
WING,O
MCCIA,O
Trade,O
Tower,O
ICC,O
Complex,O
S.B.,O
Road,O
Pune-411016,O
Mr.,O
Thube-08308824752,O
20,O
-,O
25433363/25433342,O
/,O
25435243/25433361,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Place,O
of,O
Supply,O
:,O
Maharashtra,O
Contact,O
Person,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
Contact,O
:,O
8308824752,O
E,O
-,O
Mail,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Order,O
No,O
.,O
Despatch,O
Document,O
No,O
.,O
Delivery,O
Note,O
p.0-SAAISHINGHAD/20171,O
11333,O
.,O
0376/17,O
-,O
18,O
dt,O
.,O
10-Oct-17,O
10-Oct-17,O
10-Oct-17,O
SI,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
GST,O
Quantity,O
Rate,O
per,O
Disc,O
.,O
%,O
No,O
.,O
Rate,O
1,O
60002-Flatblacklarge,O
-,O
Urinal,O
-,O
Hindware,O
69101000,O
28,O
%,O
1,O
Nos,O
.,O
Nos,O
.,O
WITH,O
DOME,O
URINAL,O
.,O
Amount,O
SGST,O
CGST,O
445.06,O
445.06,O
(,O
-)0.12,O
Less,O
:,O
Round,O
Off,O
SITE,O
NAME,O
:,O
Shimmer,O
Aghine,O
nime,O
Req-3229,O
RECEIVED,O
SIGN,O
:,O
DATE,O
:,O
110117,O
"4,069",B-GT_AMT
E.,O
&,O
O.E,O
Total,B-GT_AMTL
1,O
Nos,O
.,O
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Four,O
Thousand,O
Sixty,O
Nine,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
69101000,O
14,O
%,O
445.06,O
14,O
%,O
445.06,O
Total,O
445.06,O
445.05,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Eight,O
Hundred,O
Ninety,O
and,O
Twelve,O
paise,O
Only,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Company,O
's,O
Bank,O
Details,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
A,O
/,O
c,O
No,O
.,O
:,O
5711312022,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
Total,O
Tax,O
Amount,O
890.12,O
890.12,O
for,O
SHAH,O
MARKETING,O
(,O
MANGALWAR,O
PETH,O
),O
Declaration,O
I/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
GST,O
Act,O
2017,O
is,O
.,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
HAT,O
ING,O
