Text,Tag
TAX,O
INVOICE,O
(,O
12,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
Dated,B-INV_DL
14-Aug-18,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
Other,O
Reference(s,O
),O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
GEETAI,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
Maharashtra,O
Code,O
:,O
27,O
SM/18,B-INV_NO
-,I-INV_NO
19/03521,I-INV_NO
Delivery,O
Note,O
SM/18,O
-,O
19/03521,O
Supplier,O
's,O
Ref,O
.,O
QUOTATION1265,O
Buyer,O
's,O
Order,O
No,O
.,O
QUOTATION1265,O
Despatch,O
Document,O
No,O
.,O
Dated,O
04-Aug-18,O
Delivery,O
Note,O
Date,O
14-Aug-18,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
MADHUWANTI,O
SR,O
NO:157,O
/,O
A,O
/,O
B,O
/,O
TO,O
MRUNTUNJAY,O
MANDIR,O
NEAR,O
KARVE,O
PUTLA,O
KARVE,O
ROAD,O
PO=12138.(8308812019/7774076332,O
),O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
8308824752,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
Quantity,O
Rate,O
SI,O
No,O
.,O
Amount,O
GST,O
Rate,O
per,O
Disc,O
.,O
%,O
1,O
3917,O
18,O
%,O
25,O
Nos,O
.,O
30,O
Nos,O
.,O
54,O
%,O
AJAY,O
PVC,O
SHOE,O
40MM,O
S,O
/,O
E,O
345,O
CGST,O
SGST,O
31.05,O
376.05,O
31.05,O
407.1,O
(,O
-)0.10,O
Less,O
:,O
Round,O
Off,O
Square,O
SITE,O
NANERECEIVED,O
Bruno,O
DATE,O
:,O
2318118,O
P.O.:-,O
1,O
2138,O
1452712,O
go,O
Tota,B-GT_AMTL
!,O
25,O
Nos,O
.,O
407,B-GT_AMT
E.,O
&,O
O.E,O
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Four,O
Hundred,O
Seven,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Value,O
345,O
345,O
3917,O
Central,O
Tax,O
Rate,O
Amount,O
9,O
%,O
31.05,O
31.05,O
State,O
Tax,O
Rate,O
Amount,O
9,O
%,O
31.05,O
31.05,O
Total,O
Tax,O
Amount,O
62.1,O
62.1,O
Total,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Sixty,O
Two,O
and,O
Ten,O
paise,O
Only,O
MARK,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
A,O
/,O
c,O
No,O
.,O
:,O
5711312022,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
Pune,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
-,O
2318118,O
