Text,Tag
GST,O
INVOICE(Page,O
2,O
),O
.,O
(,O
ORIGINAL,O
FOR,O
RECIPIENT,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/19,B-INV_NO
-,I-INV_NO
20/006903,I-INV_NO
Delivery,O
Note,O
e,O
-,O
Way,O
Bill,O
No,O
.,O
Dated,B-INV_DL
2.6117E+11,O
04-Jan-20,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
(,O
MANGALWAR,O
PETH,O
),O
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
yer,O
Supplier,O
's,O
Ref,O
.,O
QUOTATION3224,O
Buyer,O
's,O
Order,O
No,O
.,O
QUOTATION3224,O
Despatch,O
Document,O
No,O
.,O
Other,O
Reference(s,O
),O
Verbal,O
Order,O
From,O
Dadasaheb,O
.,O
Dated,O
04-Jan-20,O
Delivery,O
Note,O
Date,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Despatched,O
through,O
Destination,O
Terms,O
of,O
Delivery,O
KASHI,O
KAPADI,O
NEAR,O
EKLAVYA,O
COLLEGE,O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
:,O
8308824752,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
Quantity,O
Rate,O
GST,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
SI,O
No,O
.,O
18,O
%,O
40,O
Nos,O
.,O
33.7,O
Nos,O
.,O
60,O
%,O
539.2,O
18,O
%,O
400,O
Nos,O
.,O
18,O
%,O
70,O
Noş,O
.,O
18,O
%,O
20,O
Nos,O
.,O
18,O
%,O
12,O
Nos,O
.,O
9.5,O
Nos,O
.,O
424.95,O
Nos,O
.,O
30.5,O
Nos,O
.,O
19.4,O
Nos,O
.,O
25,O
%,O
60,O
%,O
60,O
%,O
60,O
%,O
244,O
93.12,O
18,O
%,O
60,O
Nos,O
.,O
18,O
%,O
20,O
Nos,O
.,O
18,O
%,O
200,O
Nosa,O
18,O
%,O
70,O
Nos,O
.,O
39.55,O
Nos,O
.,O
22.5,O
Nos,O
.,O
6,O
Nos,O
.,O
276.9,O
Nos,O
.,O
60,O
%,O
60,O
%,O
25,O
%,O
60,O
%,O
949.2,O
180,O
900,O
25,O
UPVC,O
SCH-80,O
R.SOCKET,O
1,O
"1/4""X1",O
"""",O
(,O
PRINCE,O
),O
3917,O
0,O
26,O
Gi,O
U,O
Bolt,O
with,O
Nut,O
&,O
Washer,O
1,O
01-Apr,O
"""",O
(,O
May-16,O
),O
7318,O
27,O
UPVC,O
SCH-40,O
PIPE,O
"1""X3MTR",O
(,O
PRINCE)-IM200996,O
3917,O
UPVC,O
SCH-80,O
ELBOW,O
1,O
"""",O
(,O
PRINICE)-IM100823,O
3917,O
29,O
UPVC,O
SCH-80,O
R.SOCKET,O
"1""X",O
03-Apr,O
"""",O
(,O
PRINCE,O
),O
3917,O
0,O
30,O
UPVC,O
SCH-80,O
R.TEE,O
"1""X1/2",O
"""",O
(,O
PRINCE)-IM100841,O
3917,O
31,O
UPVC,O
SCH-80,O
SOCKET,O
1,O
"""",O
(,O
PRINCE)-IM100817,O
