Text,Tag
TAX,O
INVOICE,O
(,O
K,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
e,O
-,O
Way,O
Bill,O
No,O
.,O
Dated,B-INV_DL
SM/18,B-INV_NO
-,I-INV_NO
19/03814,I-INV_NO
25-Aug-18,B-INV_DT
Delivery,O
Note,O
Mode,O
/,O
Terms,O
of,O
Payment,O
SM/18,O
-,O
19/03814,O
Supplier,O
's,O
Ref,O
.,O
Other,O
Reference(s,O
),O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
VALUE,I-BUY_N
HOMES,I-BUY_N
LLP,I-BUY_N
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ACZFS0314C124,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Buyer,O
's,O
Order,O
No,O
.,O
Dated,O
Despatch,O
Document,O
No,O
.,O
Delivery,O
Note,O
Date,O
25-Aug-18,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
Savvy,O
Homes,O
Sr,O
No,O
272/2/273,O
Opp,O
to,O
Orintel,O
Hotel,O
Near,O
Vitthal,O
Mandir,O
Hinjiwadi,O
Pimpri,O
Chinchwad,O
Rd,O
Hinjiwadi,O
Phase,O
1,O
(,O
9689908626,O
),O
Po,O
NO-,O
SAAISH/2018/205/,O
Contact,O
person,O
Contact,O
NILESH,O
MANE,O
7350000353,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
Rate,O
SI,O
No,O
.,O
Quantity,O
GST,O
Rate,O
Amount,O
per,O
Disc,O
.,O
%,O
1,O
2,O
S.N.RCC,O
GRATING,O
WIF,O
"18""X36",O
"""",O
F.S.M.D.,O
S.N.RCC,O
GRATING,O
WIF,O
"24""X36",O
"""",O
F.S.M.D.,O
6810,O
6810,O
18,O
%,O
15,O
set,O
(,O
set,O
/,O
100,O
etr,O
104,O
4,O
set,O
set,O
10,O
%,O
18,O
%,O
Gst,O
Transport,O
CGST,O
(,O
-)0.34,O
SGST,O
Less,O
:,O
Round,O
Off,O
SITE,O
NAME,O
:,O
Savvy,O
Homes,O
DATE,O
:,O
3018118,O
hume,O
.,O
19,O
set,O
*,O
"35,630",B-GT_AMT
E,O
&,O
O.,O
E,O
Total,B-GT_AMTL
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Thirty,O
Five,O
Thousand,O
Six,O
Hundred,O
Thirty,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Value,O
6810,O
Total,O
Central,O
Tax,O
Rate,O
Amount,O
9,O
%,O
State,O
Tax,O
Rate,O
Amount,O
9,O
%,O
Total,O
Tax,O
Amount,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Five,O
Thousand,O
Four,O
Hundred,O
Thirty,O
Five,O
and,O
Fourteen,O
paise,O
Only,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
A,O
/,O
C,O
No,O
.,O
:,O
5711312022,O
I,O
/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
Pune,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
ŽNG,O
