Text,Tag
GST,O
INVOICE,O
(,O
ORIGINAL,O
FOR,O
RECIPIENT,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/19,B-INV_NO
-,I-INV_NO
20/001484,I-INV_NO
Delivery,O
Note,O
Dated,B-INV_DL
01-Jun-19,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
(,O
MANGALWAR,O
PETH,O
),O
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
GEETAI,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Supplier,O
's,O
Ref,O
.,O
QUOTATION443,O
Buy,O
er,O
's,O
Order,O
No,O
.,O
QUOTATION443,O
Despatch,O
Document,O
No,O
.,O
Other,O
Reference(s,O
),O
TR,O
FOR,O
Dated,O
10-May-19,O
Delivery,O
Note,O
Date,O
Despatched,O
through,O
Destination,O
Terms,O
of,O
Delivery,O
MADHUWANTI,O
SR,O
TO,O
MRUTUNJAY,O
MANDIR,O
NEAR,O
KARVE,O
STATUE,O
KARVE,O
ROAD,O
KOTHRUD,O
.,O
PO=13093.(7030617766/7774076332,O
),O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
:,O
8308824752,O
nilesh.mane@saarrthigroup.co.in,O
S.,O
sonere,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
Quantity,O
Rate,O
SI,O
No,O
.,O
Amount,O
GST,O
Rate,O
per,O
Disc,O
.,O
%,O
1,O
AJAY,O
PVC,O
PLUG,O
TEE,O
75MM,O
2,O
PRINCE,O
PVC,O
S,O
/,O
Y,O
50mm,O
-,O
IM103471,O
3,O
160,O
mm,O
x,O
110,O
mm,O
Reducer,O
Bush,O
Agri,O
4,O
AJAY,O
PVC,O
PLAIN,O
S,O
/,O
Y,O
110MM,O
50MM,O
ANTISYPHON,O
3917,O
3917,O
3917,O
3917,O
18,O
%,O
100,O
Nos,O
.,O
18,O
%,O
35,O
Nosa,O
3,O
%,O
6,O
Nos,O
18,O
%,O
171,O
Nos,O
140,O
Nos,O
.,O
98,O
.,O
Nos,O
.,O
234.35,O
Nos,O
.,O
217,O
Nos,O
.,O
54,O
%,O
54,O
%,O
25,O
%,O
0.34,O
SGST,O
Round,O
Off,O
gro,O
a,O
Total,B-GT_AMTL
312,O
Nos,O
.,O
"54,492",B-GT_AMT
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
E.,O
&,O
O.,O
E,O
Indian,O
Rupees,O
Fifty,O
Four,O
Thousand,O
Four,O
Hundred,O
Ninety,O
Two,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Total,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
Tax,O
Amount,O
3917,O
9,O
%,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Eight,O
Thousand,O
Three,O
Hundred,O
Twelve,O
and,O
Twenty,O
Eight,O
paise,O
Only,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
A,O
/,O
C,O
No,O
.,O
:,O
5711312022,O
I,O
/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
(,O
MANGALWAR,O
PETH,O
),O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
HAH,O
fine,O
