Text,Tag
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
Dated,B-INV_DL
20-Sep-17,B-INV_DT
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
04155/17,B-INV_NO
-,I-INV_NO
18,I-INV_NO
/,I-INV_NO
GST,I-INV_NO
Ref,O
.,O
No,O
.,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
409,O
Mangalwar,O
Peth,O
Llyods,O
Chambers,O
Shop,O
No,O
6Pune-11,O
20,O
-,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
Contact,O
:,O
20,O
-,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
TAX,O
INVOICE,O
Ckk,O
),O
.,O
Party,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
-,O
S.B.,O
Road,O
SHIMMER,O
N,O
SHINE,O
SR,O
NO:19,O
HISSA,O
KHURD,O
NEAR,O
SANTOSH,O
HALL,O
SINHAGAD,O
ROAD,O
PO,O
NO:11271.(7745895778,O
),O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Place,O
of,O
Supply,O
:,O
Maharashtra,O
Contact,O
Person,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
Contact,O
:,O
8308824752,O
E,O
-,O
Mail,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Delivery,O
Note,O
04155/17,O
-,O
18,O
/,O
GST,O
dt,O
.,O
20-Sep-17,O
Despatch,O
Document,O
No,O
.,O
HSN,O
/,O
SAC,O
Quantity,O
Rate,O
GST,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
Si,O
Description,O
of,O
Goods,O
No,O
.,O
1,O
CI,O
CASTING,O
"9""X12""(3.5KG",O
),O
2,O
SW,O
GULLY,O
TRAP,O
"6""X4",O
"""",O
20,O
%,O
7325,O
6906,O
18,O
%,O
15,O
Nos,O
.,O
18,O
%,O
15,O
Nos,O
.,O
263,O
Nos,O
.,O
125,O
Nos,O
.,O
CGST,O
(,O
SGST,O
452.79,O
452.79,O
0.42,O
Round,O
Off,O
SITE,O
NAME,O
:,O
Shimmer,O
n,O
shine,O
RECEIVED,O
DATE,O
:,O
62110117,O
Prime,O
gh,O
"5,937",B-GT_AMT
E.,O
&,O
O.E,O
Total,B-GT_AMTL
30,O
Nos,O
.,O
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Five,O
Thousand,O
Nine,O
Hundred,O
Thirty,O
Seven,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
7325,O
9,O
%,O
284.04,O
9,O
%,O
284.04,O
6906,O
9,O
%,O
168.75,O
9,O
%,O
168.75,O
Total,O
452.79,O
452.79,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Nine,O
Hundred,O
Five,O
and,O
Fifty,O
Eight,O
paise,O
Only,O
Company,O
's,O
PAN,O
:,O
ADXPS3921,O
Company,O
's,O
Bank,O
Details,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Alc,O
No,O
.,O
:,O
5711312022,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
Total,O
Tax,O
Amount,O
568.08,O
337.5,O
905.58,O
for,O
SHAH,O
MARKETING,O
Declaration,O
IWe,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
ING,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tay,O
Invoice,O
has,O
been,O
