Text,Tag
TAX,O
INVOICE,O
CK,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/18,B-INV_NO
-,I-INV_NO
19/00456,I-INV_NO
Delivery,O
Note,O
SM/18,O
-,O
19/00456,O
Supplier,O
's,O
Ref,O
.,O
Dated,B-INV_DL
20-Apr-18,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Paynient,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
-,O
S.B.,O
Road,O
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Other,O
Reference(s,O
),O
S,O
NO,O
15/6/20&15/3,O
Dated,O
Buyer,O
's,O
Order,O
No,O
.,O
Despatch,O
Document,O
No,O
.,O
Delivery,O
Note,O
Date,O
20-Apr-18,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
MHALUNGE,O
BEHIND,O
MERCEDES,O
BENZ,O
SHOWROOM,O
PUNE,O
MR.RAVI,O
9552541121,O
PO,O
NO,O
11786,O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
:,O
8308824752,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
Quantity,O
Rate,O
GST,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
SI,O
No,O
.,O
1,O
C.1,O
.,O
Y,O
Stainer,O
50,O
mm,O
8481,O
18,O
%,O
2,O
Nosrt,O
0.3,O
Round,O
Off,O
SITE,O
quo,O
RECEIVED,O
SIGN,O
:,O
Crime,O
DATE,O
:,O
215118,O
P.O.:-,O
11786,O
GRN,O
:,O
1392714,O
*,O
"2,496",B-GT_AMT
E,O
&,O
O.,O
E,O
Total,B-GT_AMTL
2,O
Nos,O
.,O
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Two,O
Thousand,O
Four,O
Hundred,O
Ninety,O
Six,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Central,O
Tax,O
Value,O
Rate,O
Amount,O
8481,O
9,O
%,O
190.35,O
Total,O
190.35,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Three,O
Hundred,O
Eighty,O
and,O
Seventy,O
paise,O
Only,O
State,O
Tax,O
Rate,O
Amount,O
9,O
%,O
190.35,O
190.35,O
Total,O
Tax,O
Amount,O
380.7,O
380.7,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
Alc,O
No,O
.,O
:,O
5711312022,O
I,O
/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
melus,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
This,O
is,O
a,O
computer,O
Generated,O
Invoice,O
