Text,Tag
TAX,O
INVOICE,O
ck,O
Dated,B-INV_DL
03-May-18,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
-,O
S.B.,O
Road,O
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS360701ZY,B-BUY_G
.,O
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/18,B-INV_NO
-,I-INV_NO
19/00813,I-INV_NO
.,O
Delivery,O
Note,O
SM/18,O
-,O
19/00813,O
Supplier,O
's,O
Ref,O
.,O
QUOTATION34,O
Buyer,O
's,O
Order,O
No,O
.,O
QUOTATION34,O
Despatch,O
Document,O
No,O
.,O
Other,O
Reference(s,O
),O
SKY,O
BAY,O
Dated,O
05-Apr-18,O
Delivery,O
Note,O
Date,O
03-May-18,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
SKYBAY,O
SR,O
MAHALUNGE,O
TAL,O
-,O
MULSHI,O
DIST,O
-,O
PUNE.PO-11755,O
.,O
(,O
8.30885E+20,O
),O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
:,O
8308824752,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
SI,O
NO,O
.,O
Rate,O
Quantity,O
GST,O
Raie,O
per,O
Disc,O
.,O
%,O
Amount,O
1,O
Upvc,O
-,O
Sch80,O
Pipe,O
-,O
1,O
"1/4""X",O
3mtr(Ajay,O
),O
2,O
UPVC,O
M.T.A,O
BRASS,O
1,O
01-Apr,O
"""",O
SCH-80,O
(,O
AJAY,O
),O
3917,O
3917,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
12,O
Nos,O
.,O
646.5,O
(,O
Nos,O
.,O
306.6,O
Nos,O
.,O
54,O
%,O
54,O
%,O
(,O
-0.27,O
Less,O
:,O
Round,O
Off,O
EN,O
SITE,O
NGA,O
Skybay,O
DATE:11,O
[,O
5118,O
Pneme,O
22,O
Nos,O
.,O
Total,B-GT_AMTL
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Five,O
Thousand,O
Five,O
Hundred,O
Six,O
Only,O
HSN,O
/,O
SAC,O
*,O
"5,506",B-GT_AMT
E.,O
&,O
0,O
.,O
E,O
3917,O
Taxable,O
Value,O
.,O
Central,O
Tax,O
Rate,O
Amount,O
9,O
%,O
419.97,O
419.97,O
State,O
Tax,O
Rate,O
Amount,O
9,O
%,O
41,O
97,O
419.97,O
Total,O
Tax,O
Amount,O
839.94,O
839.94,O
Total,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Eight,O
Hundred,O
Thirty,O
Nine,O
and,O
Ninety,O
Four,O
paise,O
Only,O
MARK,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
Alc,O
No,O
.,O
:,O
5711312022,O
I/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
Pun,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
