Text,Tag
GST,O
INVOICE,O
M,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/20,B-INV_NO
-,I-INV_NO
21/01043,I-INV_NO
Delivery,O
Note,O
Book,O
No,O
.,O
Dated,B-INV_DL
05-Aug-20,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
Other,O
Reference(s,O
),O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
(,O
MANGALWAR,O
PETH,O
),O
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Supplier,O
's,O
Ref,O
.,O
QUOTATION191,O
Buyer,O
's,O
Order,O
No,O
.,O
QUOTATION191,O
Despatch,O
Document,O
No,O
.,O
Dated,O
17-Jun-20,O
Delivery,O
Note,O
Date,O
Despatched,O
through,O
Destination,O
Sky,O
Terms,O
of,O
Delivery,O
SKYBAY,O
MOUZE,O
MAHALUNGE,O
PO-14084,O
.,O
(,O
9689921859/9552541121,O
),O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
:,O
8308824752,O
:,O
nilesh.mane@saarrthigroup.co.in,O
Description,O
of,O
Goods,O
SI,O
No,O
.,O
HSN,O
/,O
SAC,O
Quantity,O
Rate,O
GST,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
20,O
%,O
1,O
CI,O
CASTING,O
"9""X12""(3.5KG",O
),O
2,O
SW,O
GULLY,O
TRAP,O
"6""X4",O
"""",O
3,O
CI,O
CASTING,O
"12""X12""(4KG",O
),O
4,O
Pressure,O
Reducing,O
Valve,O
1,O
01-Feb,O
"""",O
7325,O
6906,O
7325,O
8481,O
18,O
%,O
35,O
Nos,O
.,O
18,O
%,O
35,O
Nos,O
.,O
18,O
%,O
30,O
Nos,O
.,O
18,O
%,O
21,O
Nos,O
.,O
319,O
Nos,O
.,O
140,O
Nos,O
.,O
363,O
Nos,O
.,O
Nos,O
.,O
20,O
%,O
38,O
%,O
CGST,O
SGST,O
(,O
-)0.38,O
Less,O
:,O
Round,O
Off,O
Pio-14084,O
ARN-22003/2,O
gio,O
Total,B-GT_AMTL
121,O
Nos,O
.,O
"97,904",B-GT_AMT
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
E.,O
&,O
O.E,O
Indian,O
Rupees,O
Ninety,O
Seven,O
Thousand,O
Nine,O
Hundred,O
Four,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Total,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
Tax,O
Amount,O
7325,O
9,O
%,O
441,O
9,O
%,O
441,O
882,O
8481,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
Fourteen,O
Thousand,O
Nine,O
Hundred,O
Thirty,O
Four,O
and,O
Fifty,O
Six,O
paise,O
Only,O
9,O
%,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
A,O
/,O
c,O
No,O
.,O
:,O
5711312022,O
I,O
/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
(,O
MANGALWAR,O
PETH,O
),O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
melus,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
ARIS,O
SHAH,O
Gita,O
KING,O
