Text,Tag
TAX,O
INVOICE(Page,O
2,O
),O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/18,B-INV_NO
-,I-INV_NO
19/06450,I-INV_NO
Delivery,O
Note,O
e,O
-,O
Way,O
Bill,O
No,O
.,O
Dated,B-INV_DL
2.81063E+11,O
05-Dec-18,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
Other,O
Reference(s,O
),O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
REAL,I-BUY_N
VENTURES,I-BUY_N
LLP,I-BUY_N
Clo,I-BUY_N
Saarthi,I-BUY_N
Off,O
No:-601,O
&,O
TRADE,O
TOWER,O
ICC,O
COMPLEX,O
SENAPATI,O
BAPAT,O
ROAD,O
PUNE,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ACMFS9508B1ZX,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Supplier,O
's,O
Ref,O
.,O
QUOTATION2255,O
Buyer,O
's,O
Order,O
No,O
.,O
QUOTATION2255,O
Despatch,O
Document,O
No,O
.,O
Dated,O
05-Dec-18,O
Delivery,O
Note,O
Date,O
Despatched,O
through,O
Destination,O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
Terms,O
of,O
Delivery,O
NAVNAMRATA,O
Sr,O
No:-119/2,O
+,O
Soc,O
Paud,O
Road,O
Kothrud,O
Pune,O
Po,O
No,O
:,O
425,O
:,O
NILASH,O
MANE,O
:,O
20,O
-,O
25633361/32/25635253,O
.,O
:,O
nilesh.mane@saarthigroup.co.in,O
SI,O
No,O
.,O
Description,O
of,O
Goods,O
HSN,O
/,O
SAC,O
GST,O
Rate,O
Quantity,O
Rate,O
per,O
Disc,O
.,O
%,O
Amount,O
3917,O
3917,O
3917,O
3917,O
3917,O
3917,O
3917,O
3917,O
3917,O
3917,O
18,O
%,O
5,O
Nos,O
.,O
18,O
%,O
15,O
Nos,O
.,O
18,O
%,O
2,O
Nos,O
.,O
18,O
%,O
2,O
Nos,O
.,O
18,O
%,O
15,O
Nos,O
.,O
18,O
%,O
12,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
5,O
Nos,O
.,O
200.6,O
Nos,O
.,O
320.8,O
Nos,O
.,O
230.8,O
Nos,O
.,O
600.1,O
Nos,O
.,O
Nos,O
.,O
202.9,O
Nos,O
.,O
202.9,O
Nos,O
.,O
112.6,O
Nos,O
.,O
436.4,O
Nos,O
.,O
343.6,O
Nos,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
461.38,O
790.28,O
27,O
Upvc,O
Bushing-4,O
"""",O
"""",O
Soi30,O
Ajay,O
),O
28,O
UPVC,O
SOCKET,O
4,O
"""",O
Sch-80,O
(,O
AJAY,O
),O
29,O
Upvc,O
M.T.A.,O
Plastic,O
4,O
"""",O
Sch-80,O
(,O
Ajay,O
),O
30,O
UPVC,O
ELBOW,O
4,O
"""",O
Sch-80,O
(,O
AJAY,O
),O
31,O
Upvc,O
Sch-80,O
Pipe,O
"3""x",O
3Mtr,O
(,O
Ajay,O
),O
32,O
UPVC,O
SOCKET,O
3,O
"""",O
SCH-80,O
(,O
AJAY,O
),O
33,O
UPVC,O
SOCKET,O
3,O
"""",O
SCH-80,O
(,O
AJAY,O
),O
34,O
Upvc,O
Bushing-,O
3,O
"""",O
x,O
2,O
01-Feb,O
"""",O
Sch80,O
(,O
Ajay,O
),O
35,O
UPVC,O
TEE,O
3,O
"""",O
SCH-80,O
(,O
AJAY,O
),O
36,O
Upvc,O
Bushing,O
"3""x",O
2,O
"""",O
Sch-80,O
(,O
Ajay,O
),O
Rs,O
3,O
"""",O
x,O
2,O
"""",O
37,O
Upvc,O
Elbow,O
3,O
"""",O
Sch,O
80,O
(,O
Ajay,O
),O
38,O
UPVC,O
SOCKET,O
2,O
01-Feb,O
"""",O
Sch-80,O
(,O
AJAY,O
),O
39,O
UPVC,O
ELBOW,O
2,O
01-Feb,O
"""",O
90-DEG,O
Sch-80,O
(,O
AJAY,O
),O
40,O
UPVC,O
SOCKET,O
2,O
01-Feb,O
"""",O
Sch-80,O
(,O
AJAY,O
),O
41,O
Upvc,O
Bushing,O
2,O
"1/2""x",O
1,O
01-Feb,O
"""",O
Sch-80,O
(,O
Ajay,O
),O
42,O
Upvc,O
Tee,O
-,O
2,O
01-Feb,O
"""",O
Sch-80,O
(,O
Ajay,O
),O
43,O
UPVC,O
NSF,O
BALVALVE,O
21-Feb,O
"""",O
(,O
AJAY,O
),O
44,O
UPVC,O
NON,O
NSF,O
BALVALVE,O
11-Feb,O
"""",O
(,O
AJAY,O
),O
45,O
Upvc,O
Sch-80,O
Pipe,O
"2""x",O
3mtr,O
(,O
Ajay,O
),O
46,O
UPVC,O
TEE,O
2,O
"""",O
(,O
AJAY,O
),O
47,O
UPVC,O
ELBOW,O
2,O
"""",O
90,O
DEG,O
SCH-80,O
(,O
AJAY,O
),O
48,O
UPVC,O
SOCKET,O
2,O
"""",O
Sch-80,O
(,O
AJAY,O
),O
49,O
TAPLONE,O
TAPE,O
50,O
Upvc,O
R.Tee,O
2,O
"1/2""x",O
1,O
01-Apr,O
"""",O
Sch-80,O
(,O
Ajay,O
),O
51,O
UPVC,O
BUSHING,O
1,O
"1/4""X",O
03-Apr,O
"""",O
Sch-80,O
(,O
AJAY,O
),O
3917,O
3917,O
3917,O
3917,O
3917,O
3917,O
8481,O
8481,O
3917,O
3917,O
3917,O
3917,O
3919,O
3917,O
3917,O
18,O
%,O
6,O
Nos,O
.,O
18,O
%,O
52,O
Nos,O
.,O
18,O
%,O
30,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
10,O
Nos,O
.,O
18,O
%,O
5,O
Nos,O
.,O
18,O
%,O
50,O
Nos,O
.,O
18,O
%,O
30,O
Nos,O
.,O
18,O
%,O
16,O
Nos,O
.,O
18,O
%,O
46,O
Nos,O
.,O
18,O
%,O
30,O
Nos,O
18,O
%,O
41,O
Nos,O
.,O
18,O
%,O
50,O
Nos,O
.,O
340.9,O
Nos,O
.,O
143.9,O
Nos,O
.,O
233.2,O
Nos,O
.,O
143.9,O
Nos,O
.,O
117.9,O
Nos,O
.,O
300.9,O
Nos,O
.,O
Nos,O
.,O
519.1,O
Nos,O
.,O
Nos,O
.,O
137.2,O
Nos,O
.,O
99.1,O
Nos,O
.,O
60.2,O
Nos,O
.,O
15,O
Nos,O
.,O
385.8,O
Nos,O
.,O
21.9,O
Nos,O
.,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
54,O
%,O
940.88,O
503.7,O
54,O
%,O
54,O
%,O
continued,O
...,O
MARK,O
AH,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
Pune,O
