Text,Tag
TAX,O
INVOICE,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/18,B-INV_NO
-,I-INV_NO
19/01459,I-INV_NO
Delivery,O
Note,O
SM/18,O
-,O
19/01459,O
Supplier,O
's,O
Ref,O
.,O
Dated,B-INV_DL
29-May-18,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Other,O
Reference(s,O
),O
Buyer,O
's,O
Order,O
No,O
.,O
Dated,O
Despatch,O
Document,O
No,O
.,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
-,O
S.B.,O
Road,O
GEETAI,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Delivery,O
Note,O
Date,O
29-May-18,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
Po,O
No;-11915,O
Arrange,O
by,O
Siddharth,O
Properties,O
HSN,O
/,O
SAC,O
Rate,O
Quantity,O
Description,O
of,O
Goods,O
Amount,O
per,O
Disc,O
.,O
%,O
SI,O
No,O
.,O
GST,O
Rate,O
set,O
1,O
S.N.RCC,O
COVER,O
WIF,O
"18""X36",O
"""",O
F.S.L.D.,O
2,O
S.N.RCC,O
COVER,O
WIF,O
"24""X36",O
"""",O
F.S.M.D.,O
6810,O
6810,O
18,O
%,O
18,O
%,O
3,O
set,O
3,O
set,O
962,O
0.41,O
Round,O
Off,O
Total,B-GT_AMTL
6,O
set,O
"8,835",B-GT_AMT
E.,O
&,O
O.E,O
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Eight,O
Thousand,O
Eight,O
Hundred,O
Thirty,O
Five,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Value,O
Central,O
Tax,O
Rate,O
Amount,O
9,O
%,O
673.82,O
673.82,O
State,O
Tax,O
Total,O
Rate,O
Amount,O
Tax,O
Amount,O
9,O
%,O
673.82,O
6810,O
Total,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
One,O
Thousand,O
Three,O
Hundred,O
Forty,O
Seven,O
and,O
Sixty,O
Four,O
paise,O
Only,O
Company,O
's,O
Bank,O
Details,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
A,O
/,O
c,O
No,O
.,O
:,O
5711312022,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
Company,O
's,O
PAN,O
·,O
ADXPS3921J,O
Declaration,O
I,O
/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me,O
/,O
us,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
for,O
SHAH,O
MARKETING,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
SITE,O
NAME,O
:,O
M.,O
Hall,O
:,O
DATE:516118,O
Time,O
RECEIVED,O
SIGN,O
:,O
nomie,O
4,O
