Text,Tag
TAX,O
INVOICE,O
(,O
k,O
),O
Dated,B-INV_DL
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
SM/18,B-INV_NO
-,I-INV_NO
19/00255,I-INV_NO
Delivery,O
Note,O
SM/18,O
-,O
19/00255,O
Supplier,O
's,O
Ref,O
.,O
12-Apr-18,B-INV_DT
Mode,O
/,O
Terms,O
of,O
Payment,O
Other,O
Reference(s,O
),O
SHAH,B-SUPP_N
MARKETING,I-SUPP_N
Shop,O
No.6,O
Llyods,O
Chamber,O
Barne,O
Road,O
409,O
Mangalwar,O
Peth,O
Pune,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27ADXPS3921J1ZT,B-SUPP_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Contact,O
:,O
20,O
-,O
-,O
26052747,O
E,O
-,O
Mail,O
:,O
shahmarketing4@gmail.com,O
Buyer,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
-,O
S.B.,O
Road,O
GEETAI,O
SANKUL,O
2ND,O
FLOOR,O
PAUD,O
ROAD,O
NEAR,O
RELIANCE,O
FRESH,O
PUNE,O
.,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
State,O
Name,O
:,O
Maharashtra,O
Code,O
:,O
27,O
Buyer,O
's,O
Order,O
No,O
.,O
Dated,O
Despatch,O
Document,O
No,O
.,O
Delivery,O
Note,O
Date,O
12-Apr-18,O
Destination,O
Despatched,O
through,O
Terms,O
of,O
Delivery,O
S.NO-60/1,O
Mouze,O
Mhalunge,O
Pune,O
Mr,O
.,O
Sameer:-8308846229,O
PO,O
NO-11755,O
Contact,O
person,O
Contact,O
E,O
-,O
Mail,O
:,O
Mr.,O
Thube,O
/,O
Mane,O
:,O
8308824752,O
:,O
nilesh.mane@saarrthigroup.co.in,O
SI,O
HSN,O
/,O
SAC,O
Description,O
of,O
Goods,O
Quantity,O
Rate,O
Amount,O
per,O
Disc,O
.,O
%,O
GST,O
Rate,O
No,O
.,O
1,O
3917,O
UPVC,O
M.T.A,O
BRASS,O
1,O
01-Apr,O
"""",O
SCH-80,O
(,O
AJAY,O
),O
18,O
%,O
48,O
Nos,O
.,O
54,O
%,O
306.6,O
Nos,O
.,O
(,O
-)0.29,O
Less,O
:,O
Round,O
Off,O
Ano,O
SITE,O
NAME,O
:,O
RECEIVED,O
Total,B-GT_AMTL
48,O
Nos,O
.,O
*,O
"7,988",B-GT_AMT
E.,O
&,O
O.E,O
Amount,O
Chargeable,O
(,O
in,O
words,O
),O
Indian,O
Rupees,O
Seven,O
Thousand,O
Nine,O
Hundred,O
Eighty,O
Eight,O
Only,O
HSN,O
/,O
SAC,O
Taxable,O
Value,O
3917,O
Total,O
Central,O
Tax,O
Rate,O
Amount,O
9,O
%,O
609.28,O
609.28,O
State,O
Tax,O
Rate,O
Amount,O
9,O
%,O
609.28,O
609.28,O
Total,O
Tax,O
Amount,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
Indian,O
Rupees,O
One,O
Thousand,O
Two,O
Hundred,O
Eighteen,O
and,O
Fifty,O
Six,O
paise,O
Only,O
Company,O
's,O
Bank,O
Details,O
Company,O
's,O
PAN,O
:,O
ADXPS3921J,O
Bank,O
Name,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
Declaration,O
A,O
/,O
c,O
No,O
.,O
:,O
5711312022,O
I,O
/,O
We,O
hereby,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
Branch,O
&,O
IFS,O
Code,O
:,O
Khadki,O
&,O
KKBK0000727,O
AR,O
GST,O
Act-2017,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sale,O
of,O
the,O
for,O
SHAH,O
MARKETING,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
melus,O
and,O
that,O
the,O
transactions,O
of,O
sales,O
covered,O
by,O
this,O
Tax,O
Invoice,O
has,O
been,O
effected,O
by,O
sale,O
has,O
been,O
paid,O
or,O
shall,O
be,O
paid,O
.,O
Authorised,O
Signatory,O
SUBJECT,O
TO,O
PUNE,O
JURISDICTION,O
SHAKE,O
This,O
is,O
a,O
Computer,O
Generated,O
Invoice,O
