Text,Tag
||,O
OM,O
II,O
To,O
INDIA,B-SUPP_N
CABLES,I-SUPP_N
Corporate,O
Office,O
Address:410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithobha,O
Mandir,O
Budhwar,O
Peth,O
Pune,O
-,O
411002,O
PH,O
:,O
20,O
-,O
6640,O
5720,O
/,O
5721,O
66029616,O
Website,O
:,O
www.indiacables.in,O
E,O
-,O
Mail,O
:,O
sales@indiacables.in,O
.,O
GST,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AAFF14780E1ZC,B-SUPP_G
PAN,O
No,O
:,O
AAFF14780E,O
Dispatch,O
From,O
:,O
410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithoba,O
Mandir,O
Budhwar,O
Peth,O
Pune.411002,O
TAX,O
INVOICE,O
(,O
ORIGINAL,O
FOR,O
RECIPIENT,O
),O
Bill,O
To,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
Ship,O
To,O
:,O
SIDDHARTH,O
PROPERTIES,O
e,O
-,O
Way,O
Bill,O
No,O
601,O
&,O
602,O
A,O
Wing,O
MCCIA,O
Trade,O
Tower,O
601,O
&,O
602,O
A,O
Wing,O
MCCIA,O
Trade,O
Tower,O
Invoice,B-INV_L
No,I-INV_L
:,O
N-0443,B-INV_NO
-,I-INV_NO
20,I-INV_NO
-,I-INV_NO
21,I-INV_NO
ICC,O
Complex,O
Senapati,O
Bapat,O
Road,O
ICC,O
Complex,O
Senapati,O
Bapat,O
Road,O
Invoice,B-INV_DL
Date,I-INV_DL
:,O
04-Jul-20,B-INV_DT
Pune,O
-,O
411016,O
Pune,O
-,O
411016,O
Order,O
No,O
:,O
14105,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
Order,O
Date,O
:,O
04-Jul-20,O
PAN,O
No,O
.,O
:,O
AAZFS3607C,O
Mode,O
of,O
Despatch,O
:,O
Site,O
Name,O
:,O
Skybay,O
Payment,O
Terms,O
:,O
LR,O
.,O
No,O
/,O
Date,O
Sr,O
.,O
DESCRIPTION,O
HSN,O
GST,O
QUANTITY,O
UNIT,O
RATE,O
DISC,O
AMOUNT,O
No,O
ISAC,O
%,O
Indoor,O
Type,O
HT,O
Cable,O
Jointing,O
Kit,O
300sqmm,O
X,O
85469090,O
18,O
3,O
Nos,O
"6,795",O
"20,385",O
3core,O
22KV,O
(,O
E,O
),O
(,O
-,O
Mkt,O
-,O
3,O
-,O
0,O
-,O
3,O
Nos,O
),O
alho,O
),O
.,O
"20,385",O
"1,834.65",O
"1,834.65",O
(,O
-)0.30,O
Total,O
Amount,O
in,O
-,O
words,O
:,O
INR,O
Twenty,O
Four,O
Thousand,O
Fifty,O
Four,O
Only,O
.,O
Net,O
Amount,O
Bank,O
:,O
Terms,O
&,O
Conditions,O
:,O
Output,O
CGST,O
A,O
/,O
C,O
No,O
:,O
1)Goods,O
once,O
sold,O
/,O
delivered,O
will,O
not,O
be,O
taken,O
back,O
.,O
Output,O
SGST,O
IFSC,O
:,O
2)Our,O
risk,O
&,O
responsibility,O
ceases,O
as,O
soon,O
as,O
goods,O
leaves,O
our,O
premises,O
.,O
Branch,O
:,O
3)Payment,O
to,O
be,O
made,O
within,O
due,O
date,O
/,O
C.O.D.,O
ROUND,O
OFF,O
(,O
SALES,O
],O
4)Interest,O
will,O
be,O
charged,O
@,O
24,O
%,O
PA,O
on,O
remaining,O
unpaid,O
invoice,O
after,O
due,O
date,O
.,O
Grand,B-GT_AMTL
Total,I-GT_AMTL
Declaration,O
:,O
We,O
declare,O
that,O
this,O
invoice,O
shows,O
the,O
actual,O
price,O
of,O
the,O
goods,O
described,O
and,O
that,O
all,O
particulars,O
are,O
TRUE,O
and,O
correct,O
.,O
HSN,O
/,O
SAC,O
Basic,O
Add,O
/,O
Less,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Value,O
Appr,O
.,O
Value,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
85469090,O
"20,385",O
"20,385",O
9,O
%,O
"1,834.65",O
9,O
%,O
"1,834.65",O
Total,O
20,385
20,385
"1,834.65",O
"1,834.65",O
"24,054",B-GT_AMT
Total,O
Tax,O
Amount,O
"3,669.30",O
"3,669.30",O
WO,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
INR,O
Three,O
Thousand,O
Six,O
Hundred,O
Sixty,O
Nine,O
and,O
Thirty,O
paise,O
Only,O
Received,O
above,O
material,O
in,O
good,O
condition,O
&,O
order,O
Checked,O
By,O
For,O
INDIA,O
CABLES,O
Shil,O
Authorised,O
Signatory,O
Customer,O
's,O
Sian,O
&,O
Name,O
Date,O
