Text,Tag
||,O
OM,O
II,O
ic,O
INDIA,B-SUPP_N
CABLES,I-SUPP_N
Corporate,O
Office,O
Address:410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithobha,O
Mandir,O
Budhwar,O
Peth,O
Pune,O
-,O
411002,O
PH,O
:,O
20,O
-,O
6640,O
5720,O
/,O
5721,O
66029616,O
Website,O
:,O
www.indiacables.in,O
E,O
-,O
Mail,O
:,O
sales@indiacables.in,O
.,O
GST,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AAFF14780E1ZC,B-SUPP_G
PAN,O
NO,O
:,O
AAFF14780E,O
Dispatch,O
From,O
:,O
Sr,O
No.164,O
Phursungi,O
Village,O
road,O
Phursungi,O
Tal,O
-,O
Haveli,O
Pune,O
-,O
412308,O
TAX,O
INVOICE,O
(,O
ORIGINAL,O
FOR,O
RECIPIENT,O
),O
Bill,O
To,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
Ship,O
To,O
:,O
SIDDHARTH,O
PROPERTIES,O
e,O
-,O
Way,O
Bill,O
No,O
601,O
&,O
602,O
A,O
Wing,O
MCCIA,O
Trade,O
Tower,O
site:-KASI,O
KAPADI,O
Invoice,B-INV_L
No,I-INV_L
:,O
PH-0829,B-INV_NO
-,I-INV_NO
20,I-INV_NO
-,I-INV_NO
21,I-INV_NO
ICC,O
Complex,O
Senapati,O
Bapat,O
Road,O
KASHI,O
KAPADI,O
PURAM,O
NEAR,O
Invoice,B-INV_DL
Date,I-INV_DL
:,O
03-Jul-20,B-INV_DT
Pune,O
-,O
411016,O
EKLAVAYA,O
COLLEGE,O
KOTHRUD,O
Order,O
No,O
:,O
SAA,O
/,O
K,O
Kapadi/2020/14099,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
Contact,O
#NAME?,O
Sing-7774076332,O
Order,O
Date,O
:,O
01-Jul-20,O
PAN,O
No,O
.,O
:,O
AAZFS3607C,O
Mode,O
of,O
Despatch,O
Site,O
Name,O
:,O
KASI,O
KAPADI,O
Kothrud,O
Payment,O
Terms,O
LR,O
.,O
No,O
/,O
Date,O
Sr,O
.,O
DESCRIPTION,O
HSN,O
GST,O
QUANTITY,O
UNIT,O
RATE,O
DISC,O
AMOUNT,O
No,O
ISAC,O
%,O
1,O
Polycab,O
50sqmm,O
x,O
3.5core,O
Aluminium,O
Armoured,O
85446090,O
18,O
82,O
Mtrs,O
172.7,O
"14,161.40",O
Cable,O
(,O
2013AFG-7173,O
-,O
PH,O
-,O
82,O
-,O
0,O
-,O
82,O
Mtrs,O
),O
2,O
Polycab,O
120sqmm,O
x,O
3.5core,O
Aluminium,O
Armoured,O
85446090,O
18,O
12,O
Mtrs,O
354.2,O
"4,250.40",O
Cable,O
(,O
107,O
-,O
PH,O
-,O
62,O
-,O
0,O
-,O
12,O
Mtrs,O
),O
gh,O
Total,O
Amount,O
In,O
-,O
words,O
:,O
INR,O
Twenty,O
Two,O
Thousand,O
Six,O
Hundred,O
Seventy,O
Only,O
.,O
Net,O
Amount,O
Bank,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
LTD,O
Terms,O
&,O
Conditions,O
:,O
Transport,O
Charges,O
GST,O
A,O
/,O
C,O
No,O
:,O
5.09044E+11,O
1)Goods,O
once,O
sold,O
/,O
delivered,O
will,O
not,O
be,O
taken,O
back,O
.,O
IFSC,O
:,O
KKBK0001769,O
2)Our,O
risk,O
&,O
responsibility,O
ceases,O
as,O
soon,O
as,O
goods,O
leaves,O
our,O
premises,O
.,O
Output,O
CGST,O
Branch,O
:,O
FC,O
Road,O
Pune,O
3)Payment,O
to,O
be,O
made,O
within,O
due,O
date,O
/,O
C.O.D.,O
Output,O
SGST,O
4)Interest,O
will,O
be,O
charged,O
@,O
24,O
%,O
PA,O
on,O
remaining,O
unpaid,O
invoice,O
after,O
due,O
ROUND,O
OFF,O
(,O
SALES,O
],O
date,O
.,O
Grand,B-GT_AMTL
Total,I-GT_AMTL
Declaration,O
:,O
We,O
declare,O
that,O
this,O
invoice,O
shows,O
the,O
actual,O
price,O
of,O
the,O
goods,O
described,O
and,O
that,O
all,O
particulars,O
are,O
TRUE,O
and,O
correct,O
.,O
HSN,O
/,O
SAC,O
Basic,O
Add,O
/,O
Less,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Value,O
Appr,O
.,O
Value,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
85446090,O
"18,411.80",O
800,O
"19,211.80",O
9,O
%,O
"1,729.06",O
9,O
%,O
"1,729.06",O
Total,O
"18,411.80",O
800,O
"19,211.80",O
"1,729.06",O
729.06,O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
INR,O
Three,O
Thousand,O
Four,O
Hundred,O
Fifty,O
Eight,O
and,O
Twelve,O
paise,O
Only,O
Received,O
above,O
material,O
in,O
good,O
condition,O
&,O
order,O
Checked,O
By,O
INDIA,O
CABLES,O
"18,411.80",O
800,O
"1,729.06",O
"1,729.06",O
0.08,O
"22,670",B-GT_AMT
Total,O
Tax,O
Amount,O
"3,458.12",O
"3,458.12",O
ARE,O
A,O
