Text,Tag
Success,O
11,O
OM,O
11,O
uc,O
!,O
INDIA,B-SUPP_N
CABLES,I-SUPP_N
Corporate,O
Office,O
Address:410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithobha,O
Mandir,O
Budhwar,O
Peth,O
Pune,O
-,O
411002,O
PH,O
:,O
20,O
-,O
6640,O
5720,O
/,O
5721,O
66029616,O
Website,O
:,O
www.indiacables.in,O
E,O
-,O
Mail,O
:,O
sales@indiacables.in,O
GST,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AAFF14780E1ZC,B-SUPP_G
PAN,O
No,O
:,O
AAFF14780E,O
Dispatch,O
From,O
:,O
410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithoba,O
Mandir,O
Budhwar,O
Peth,O
Pune.411002,O
TAX,O
INVOICE,O
(,O
ORIGINAL,O
FOR,O
RECIPIENT,O
),O
:,O
Bill,O
To,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
Ship,O
To,O
:,O
SIDDHARTH,O
PROPERTIES,O
e,O
-,O
Way,O
Bill,O
No,O
601,O
&,O
602,O
A,O
Wing,O
MCCIA,O
Trade,O
Tower,O
site:-,O
MADHUWANTI,O
Invoice,B-INV_L
No,I-INV_L
:,O
N-2185,B-INV_NO
-,I-INV_NO
20,I-INV_NO
-,I-INV_NO
21,I-INV_NO
ICC,O
Complex,O
Senapati,O
Bapat,O
Road,O
S.NO,O
.,O
157,O
/,O
A,O
/,O
B,O
/,O
C/2,O
Next,O
to,O
Mrutunjaya,O
Mandir,O
Invoice,B-INV_DL
Date,I-INV_DL
:,O
09-Oct-20,B-INV_DT
Pune,O
-,O
411016,O
Near,O
Karve,O
Statue,O
Karve,O
Road,O
Kothrud,O
.,O
Pune,O
Order,O
No,O
:,O
SAA,O
/,O
MI/2020/14218,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
contact:-,O
Sing:-8208924990,O
/,O
9860429954,O
Order,O
Date,O
:,O
25-Sep-20,O
PAN,O
No,O
.,O
:,O
AAZFS3607C,O
Mode,O
of,O
Despatch,O
:,O
Site,O
Name,O
:,O
MADHUWANTI,O
Kothrud,O
Payment,O
Terms,O
LR,O
.,O
No,O
/,O
Date,O
Sr,O
.,O
DESCRIPTION,O
HSN,O
GST,O
QUANTITY,O
UNIT,O
RATE,O
DISC,O
AMOUNT,O
No,O
ISAC,O
%,O
1,O
Modi,O
Cassing,O
Patti,O
25,O
mm,O
39162019,O
18,O
65,O
Nos,O
46,O
"2,990",O
(,O
-,O
Mkt,O
-,O
65,O
-,O
1,O
-,O
65,O
Nos,O
),O
2,O
Steelgrip,O
Insulation,O
Tape,O
8546,O
18,O
15,O
9,O
135,O
(,O
-,O
NS,O
-,O
1604,O
-,O
0,O
-,O
15,O
Nos,O
),O
3,O
MS,O
Saddle,O
13,O
mm,O
7307,O
18,O
800,O
Nos,O
0.94,O
750,O
(,O
-,O
NS,O
-,O
5448,O
-,O
0,O
-,O
800,O
Nos,O
),O
4,O
Wooden,O
Screw,O
H,O
/,O
T,O
35,O
x,O
8,O
7318,O
18,O
20,O
Pkt,O
50,O
"1,000",O
(,O
-,O
NS,O
-,O
164,O
-,O
0,O
-,O
20,O
Pkt,O
),O
5,O
Cable,O
Tie,O
300,O
mm,O
White,O
39235090,O
18,O
13,O
Pkt,O
370,O
35,O
%,O
"3,126.50",O
(,O
-,O
Mkt,O
-,O
13,O
-,O
1,O
-,O
13,O
Pkt,O
),O
6,O
MS,O
Saddle,O
25,O
mm,O
7307,O
18,O
432,O
Nos,O
1.15,O
495,O
(,O
-,O
NS,O
-,O
1370,O
-,O
0,O
-,O
432,O
Nos,O
),O
7,O
PVC,O
Rawal,O
Plug,O
35,O
x,O
8,O
3925,O
18,O
20,O
Pkt,O
15,O
300,O
(,O
-,O
NS,O
-,O
192,O
-,O
0,O
-,O
20,O
Pkt,O
),O
Nos,O
P.O.Nor,O
14218,O
...,O
"8,796.50",O
500,O
836.69,O
836.69,O
0.12,O
"10,970",B-GT_AMT
Total,O
Amount,O
In,O
-,O
words,O
:,O
INR,O
Ten,O
Thousand,O
Nine,O
Hundred,O
Seventy,O
Only,O
.,O
Net,O
Amount,O
Bank,O
:,O
KOTAK,O
MAHINDRA,O
BANK,O
LTD,O
Terms,O
&,O
Conditions,O
:,O
Transport,O
Charges,O
GST,O
A,O
/,O
C,O
No,O
:,O
5.09044E+11,O
1)Goods,O
once,O
sold,O
/,O
delivered,O
will,O
not,O
be,O
taken,O
back,O
.,O
IFSC,O
:,O
KKBK0001769,O
2)Our,O
risk,O
&,O
responsibility,O
eases,O
as,O
soon,O
as,O
goods,O
leaves,O
our,O
premises,O
.,O
Output,O
CGST,O
Branch,O
:,O
FC,O
Road,O
Pune,O
3)Payment,O
to,O
be,O
made,O
within,O
due,O
date,O
/,O
C.O.D.,O
Output,O
SGST,O
4)Interest,O
will,O
be,O
charged,O
@,O
24,O
%,O
PA,O
on,O
remaining,O
unpaid,O
invoice,O
after,O
due,O
date,O
.,O
ROUND,O
OFF,O
(,O
SALES,O
],O
Grand,B-GT_AMTL
Total,I-GT_AMTL
Declaration,O
:,O
We,O
declare,O
that,O
this,O
invoice,O
shows,O
the,O
actual,O
price,O
of,O
the,O
goods,O
described,O
and,O
that,O
all,O
particulars,O
are,O
TRUE,O
and,O
correct,O
.,O
HSN,O
/,O
SAC,O
Basic,O
Add,O
/,O
Less,O
Taxable,O
Central,O
Tax,O
State,O
Tax,O
Value,O
Appr,O
.,O
Value,O
Value,O
Rate,O
Amount,O
Rate,O
Amount,O
39162019,O
"2,990",O
169.95,O
"3,159.95",O
9,O
%,O
284.4,O
9,O
%,O
284.4,O
8546,O
135,O
7.67,O
142.67,O
9,O
%,O
12.84,O
9,O
%,O
12.84,O
7307,O
"1,245",O
70.77,O
"1,315.77",O
9,O
%,O
118.42,O
9,O
%,O
118.42,O
7318,O
"1,000",O
56.84,O
"1,056.84",O
9,O
%,O
95.12,O
9,O
%,O
95.12,O
39235090,O
"3,126.51",O
177.71,O
"3,304.22",O
9,O
%,O
297.38,O
9,O
%,O
297.38,O
3925,O
300,O
17.05,O
317.05,O
9,O
%,O
28.53,O
9,O
%,O
28.53,O
Total,O
"8,796.51",O
499.99,O
"9,296.50",O
836.69,O
836.69,O
Total,O
Tax,O
Amount,O
568.8,O
25.68,O
236.84,O
190.24,O
594.76,O
57.06,O
"1,673.38",O
Tax,O
Amount,O
(,O
in,O
words,O
),O
:,O
INR,O
One,O
Thousand,O
Six,O
Hundred,O
Seventy,O
Three,O
and,O
Thirty,O
Eight,O
paise,O
Only,O
/,O
Received,O
above,O
material,O
in,O
good,O
condition,O
&,O
order,O
Checked,O
By,O
For,O
INDIA,O
CABLES,O
Customer,O
's,O
Sian,O
&,O
Name,O
Date,O
Authorised,O
Signatory,O
