Text,Tag
||,O
OM,O
||,O
C,O
С,O
INDIA,B-SUPP_N
CABLES,I-SUPP_N
Corporate,O
Office,O
Address:410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithobha,O
Mandir,O
Budhwar,O
Peth,O
Pune,O
-,O
411002,O
PH,O
:,O
20,O
-,O
6640,O
5720,O
/,O
5721,O
66029616,O
Website,O
:,O
www.indiacables.in,O
E,O
-,O
Mail,O
:,O
sales@indiacables.in,O
.,O
GST,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AAFF14780E1ZC,B-SUPP_G
PAN,O
NO,O
:,O
AAFF14780E,O
Dispatch,O
From:410,O
Ishwari,O
Krupa,O
Apartments,O
Near,O
Pasodya,O
Vithoba,O
Mandir,O
Budhwar,O
Peth,O
Pune.411002,O
TAX,O
INVOICE,O
(,O
ORIGINAL,O
FOR,O
RECIPIENT,O
),O
Bill,O
To,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
Ship,O
To,O
:,O
SIDDHARTH,O
PROPERTIES,O
e,O
-,O
Way,O
Bill,O
No,O
:,O
601,O
&,O
602,O
A,O
Wing,O
MCCIA,O
Trade,O
Tower,O
Site-,O
Kasi,O
Kapadi,O
Puram,O
Invoice,B-INV_L
No,I-INV_L
:,O
N-0405,B-INV_NO
-,I-INV_NO
20,I-INV_NO
-,I-INV_NO
21,I-INV_NO
ICC,O
Complex,O
Senapati,O
Bapat,O
Road,O
Near,O
Eklavaya,O
College,O
Kothrud,O
Invoice,B-INV_DL
Date,I-INV_DL
:,O
02-Jul-20,B-INV_DT
Pune,O
-,O
411016,O
Pune,O
Order,O
No,O
:,O
14099,O
GSTIN,B-GSTL
/,I-GSTL
UIN,I-GSTL
:,O
27AAZFS3607C1ZY,B-BUY_G
Cont,O
-,O
Abhishek,O
Sing/,O
7774076332,O
Order,O
Date,O
:,O
01-Jul-20,O
PAN,O
NO,O
.,O
:,O
AAZFS3607C,O
Mode,O
of,O
Despatch,O
:,O
By,O
Hand,O
Site,O
Name,O
:,O
Kasi,O
Kapadi,O
Puram,O
Kothrud,O
Payment,O
Terms,O
LR,O
.,O
No,O
/,O
Date,O
Sr,O
.,O
DESCRIPTION,O
HSN,O
GST,O
QUANTITY,O
UNIT,O
RATE,O
DISC,O
AMOUNT,O
ISAC,O
%,O
1,O
Dowells,O
Brass,O
SC,O
Gland,O
38,O
mm,O
-,O
1.2/2,O
"""",O
85389000,O
18,O
8,O
Nos,O
132.3,O
"1,058.40",O
N,O
(,O
-,O
KB,O
-,O
27,O
-,O
0,O
-,O
8,O
Nos,O
),O
2,O
Dowells,O
Brass,O
SC,O
Gland,O
50,O
mm,O
-,O
2,O
"""",O
85389000,O
18,O
2,O
Nos,O
184.1,O
368.2,O
(,O
-,O
KB,O
-,O
2,O
-,O
0,O
-,O
2,O
Nos,O
),O
Dowells,O
Brass,O
SC,O
Gland,O
57,O
mm,O
-,O
2.1/4,O
"""",O
3,O
85389000,O
18,O
2,O
Nos,O
271.6,O
543.2,O
(,O
-,O
KB,O
-,O
19,O
-,O
0,O
-,O
2,O
Nos,O
),O
Dowells,O
Brass,O
SC,O
Gland,O
45,O
mm,O
-,O
1.3/4,O
"""",O
4,O
85389000,O
18,O
6,O
Nos,O
151.9,O
911.4,O
18,O
6,O
Nos,O
40.6,O
243.6,O
18,O
15,O
Nos,O
14.7,O
220.5,O
18,O
6,O
Nos,O
23.8,O
142.8,O
(,O
-,O
KB,O
-,O
20,O
-,O
0,O
-6,O
Nos,O
),O
5,O
Dowells,O
ALS237,O
Aluminium,O
Ring,O
Type,O
Lugs,O
85389000,O
240,O
mm,O
(,O
-,O
KB,O
-,O
46,O
-,O
0,O
-6,O
Nos,O
),O
6,O
Dowells,O
ALS231,O
Aluminium,O
Ring,O
Type,O
Lugs,O
85389000,O
120,O
mm,O
(,O
-,O
KB,O
-,O
201,O
-,O
0,O
-,O
15,O
Nos,O
),O
7,O
Dowells,O
ALS235,O
Aluminium,O
Ring,O
Type,O
Lugs,O
85389000,O
185,O
mm,O
(,O
-,O
KB,O
-,O
292,O
-,O
0,O
-6,O
Nos,O
),O
8,O
Dowells,O
ALS228,O
Aluminium,O
Ring,O
Type,O
Lugs,O
95,O
mm,O
85389000,O
(,O
-,O
KB,O
-,O
460,O
-,O
0,O
-,O
2,O
Nos,O
),O
Dowells,O
ALS233,O
Aluminium,O
Ring,O
Type,O
Lugs,O
85389000,O
150,O
mm,O
(,O
-,O
KB,O
-,O
97,O
-,O
0,O
-,O
6,O
Nos,O
),O
10,O
Dowells,O
ALS226,O
Aluminium,O
Ring,O
Type,O
Lugs,O
70,O
mm,O
85389000,O
(,O
-,O
KB,O
-,O
376,O
-,O
0,O
-6,O
Nos,O
),O
11,O
Dowells,O
ALS224,O
Aluminium,O
Ring,O
Type,O
Lugs,O
50,O
mm,O
85389000,O
(,O
-,O
KB,O
-,O
774,O
-,O
0,O
-,O
15,O
Nos,O
),O
18,O
2,O
Nos,O
10.5,O
21,O
18,O
6,O
Nos,O
18.9,O
113.4,O
18,O
v,O
6,O
Nos,O
9.8,O
58.8,O
18,O
15,O
Nos,O
6.3,O
94.5,O
