Text,Tag
AVIVA,B-SUPP_N
DOORS,I-SUPP_N
Factory,O
Address:-,O
GAT,O
NO.255B,O
PLOT,O
NO.26/27,O
JYOTIBA,O
NAGAR,O
TALAWADE,O
PUNE-411062,O
Registered,O
office,O
:,O
-,O
E-83,O
Adinath,O
Society,O
Pune,O
-,O
Satara,O
Road,O
PUNE,O
-,O
411037,O
CONTACT,O
:,O
-,O
20,O
-,O
24269505,O
Mob:-,O
91,O
8446380632,O
-,O
Email,O
:,O
-,O
avivadoor@gmail.com,O
TAX,O
INVOICE,O
Original,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
:,O
TI-134/20,B-INV_NO
-,I-INV_NO
21,I-INV_NO
Buyer,O
Party,O
M,O
/,O
s,O
.,O
:,O
SIDDHARTH,B-BUY_N
VALUE,I-BUY_N
HOMES,I-BUY_N
LLP,I-BUY_N
Siddharth,O
Value,O
Homes,O
Lip,O
Pune,O
-,O
Maharshtra,O
.,O
Date,B-INV_DL
:,O
25-09-2020,B-INV_DT
Po,O
/,O
Ref,O
No,O
.,O
:,O
Ch,O
.,O
No,O
.,O
:,O
299,O
PUNE,O
Place,O
of,O
Supply,O
:,O
27-Maharashtra,O
GSTIN,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27ACZFS0314C1Z4,B-BUY_G
Ch,O
Date,O
.,O
:,O
23-09-2020,O
Vehicle,O
No,O
.,O
:,O
Site,O
Name,O
:,O
MH14HG2249,O
SAVVY,O
HOMES,O
HINJWADI,O
Del,O
.,O
Add,O
:,O
Despatch,O
Thr,O
.,O
:,O
SANDEEP,O
SrNo,O
Product,O
Name,O
HSN,O
/,O
SAC,O
Nos,O
Total,O
Rate,O
GST%,O
Amount,O
4418,O
29,O
1,O
32,O
mm,O
w,O
/,O
c,O
bath-1,O
&,O
2.5-bhk,O
-,O
flat,O
29,O
NOS,O
4150,O
18,O
120350,O
po-374,O
GRIN,O
16542,O
C,O
:,O
GSTIN,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AARFA8194J1ZP,B-SUPP_G
Sub,O
Total,O
120350,O
Bank,O
Name,O
rank,O
A,O
/,O
c,O
.,O
No,O
.,O
GS,O
/,O
IFSC,O
Code,O
:,O
INDIAN,O
BANK,O
:,O
894914709,O
:,O
IDIBOOONO12,O
Total,O
GST,O
:,O
Twenty,O
One,O
Thousand,O
Six,O
Hundred,O
Sixty,O
Three,O
Only,O
Taxable,O
Amount,O
120350,O
Bill,O
Amount,O
:,O
One,O
Lakh,O
Forty,O
Two,O
Thousand,O
Thirteen,O
Only,O
CGST,O
SGST,O
10831.5,O
10831.5,O
HSN,O
Summary,O
:,O
Grand,B-GT_AMTL
Total,I-GT_AMTL
"1,42,013.00",B-GT_AMT
HSN,O
Code,O
Per,O
%,O
Taxable,O
Value,O
120350,O
CGST,O
Amount,O
10831.5,O
4418,O
18,O
%,O
SGST,O
Amount,O
10831.5,O
For,O
AVIVA,O
DOORS,O
RS,O
Terms,O
&,O
Condition,O
:,O
1,O
.,O
Goods,O
once,O
sold,O
will,O
not,O
be,O
taken,O
back,O
.,O
2,O
.,O
Interest,O
@18,O
%,O
p.a,O
.,O
will,O
be,O
charged,O
if,O
payment,O
is,O
not,O
made,O
within,O
due,O
date,O
.,O
3,O
.,O
Our,O
risk,O
and,O
responsibility,O
ceases,O
as,O
soon,O
as,O
the,O
goods,O
leave,O
our,O
premises,O
.,O
4,O
.,O
"""",O
Subject,O
to,O
',O
PUNE,O
',O
Jurisdiction,O
only,O
.,O
E.&.O.E,O
"""",O
"Declaration:-""I",O
/,O
We,O
here,O
by,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
GST,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sales,O
of,O
the,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me/,O
us,O
and,O
that,O
the,O
transaction,O
of,O
sales,O
covered,O
by,O
this,O
tax,O
invoice,O
has,O
been,O
effected,O
by,O
me,O
/,O
us,O
and,O
it,O
shall,O
be,O
accounted,O
for,O
in,O
the,O
turnover,O
of,O
sales,O
while,O
filling,O
of,O
return,O
and,O
the,O
due,O
tax,O
.,O
SAIA,O
A,O
PUNE,O
If,O
anynayable,O
on,O
the,O
color,O
