Text,Tag
AVIVA,B-SUPP_N
DOORS,I-SUPP_N
*,O
Factory,O
Address:-,O
GAT,O
NO.255B,O
PLOT,O
NO.26/27,O
JYOTIBA,O
NAGAR,O
TALAWADE,O
PUNE-411062,O
Registered,O
office,O
:,O
#NAME?,O
Adinath,O
Society,O
Pune,O
-,O
Satara,O
Road,O
PUNE,O
-,O
411037,O
CONTACT,O
:,O
-,O
20,O
-,O
24269505,O
Mob:-,O
91,O
8446380632,O
-,O
Email,O
:,O
-,O
avivadoor@gmail.com,O
TAX,O
INVOICE,O
Original,O
Invoice,B-INV_L
No,I-INV_L
.,I-INV_L
:,O
TI-278/18,B-INV_NO
-,I-INV_NO
19,I-INV_NO
Date,B-INV_DL
:,O
27-08-2018,B-INV_DT
Buyer,O
Party,O
M,O
/,O
s,O
.,O
:,O
SIDDHARTH,B-BUY_N
PROPERTIES,I-BUY_N
SIDDHARTH,O
EDEN,O
COURT,O
MODEL,O
COIONY,O
PUNE,O
-,O
MO,O
-,O
NO-8308846229,O
11859-BANER,O
PUNE,O
Place,O
of,O
Supply,O
:*,O
27-Maharashtra,O
GSTIN,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AAZFS3607CIZY,B-BUY_G
Po,O
/,O
Ref,O
No,O
.,O
:,O
2901,O
Ch,O
.,O
No,O
.,O
:,O
578,O
Ch,O
Date,O
.,O
:,O
27-08-2018,O
Vehicle,O
No,O
.,O
:,O
MH-14-EM-2398,O
Despatch,O
Thr,O
.,O
:,O
DATTA,O
Site,O
Name,O
:,O
SKYBAY,O
/,O
PO-12085,O
-,O
Erwing,O
Del,O
.,O
Add,O
:,O
S.NO-60/1,O
MOUZE,O
MHALUNGE,O
TALUKA,O
SrNo,O
Product,O
Name,O
HSN,O
/,O
SAC,O
Nos,O
Total,O
Rate,O
GST%,O
Amount,O
40MM,O
BSVL,O
-,O
DOOR,O
4418,O
12,O
12,O
NOS,O
12500,O
18,O
150000,O
SIDDHARIN,O
PROPERTIES,O
SITE,O
.,O
SKYBAY,O
GATE,O
ENTRY,O
NO,O
6,O
°,O
36,O
.,O
DATE,O
2418118,O
3:41pm,O
SITE,O
NAME,O
:,O
RECEIVED,O
IN,O
.,O
OUT,O
DATE,O
:,O
3018118,O
Poume,O
31,O
P.O.:-,O
12085,O
GRN-1441813,O
WATCHMAN,O
SIGN,O
GSTIN,B-GSTL
No,I-GSTL
.,I-GSTL
:,O
27AARFA8194J1ZP,B-SUPP_G
Sub,O
Total,O
150000,O
Bank,O
Name,O
Bank,O
A,O
/,O
c,O
.,O
No,O
.,O
RTGS,O
/,O
IFSC,O
Code,O
:,O
INDIAN,O
BANK,O
:,O
894914709,O
gu,O
:,O
IDIBOOONO12,O
Total,O
GST,O
:,O
Twenty,O
Seven,O
Thousand,O
Only,O
Taxable,O
Amount,O
150000,O
Bill,O
Amount,O
:,O
One,O
Lakh,O
Seventy,O
Seven,O
Thousand,O
Only,O
CGST,O
SGST,O
13500,O
13500,O
HSN,O
Summary,O
Grand,B-GT_AMTL
Total,I-GT_AMTL
"1,77,000.00",B-GT_AMT
HSN,O
Code,O
Note,O
:,O
-,O
Per,O
%,O
Taxable,O
Value,O
4418,O
CGST,O
Amount,O
13500,O
18,O
%,O
SGST,O
Amount,O
13500,O
150000,O
For,O
AVIVA,O
DOORS,O
UNE,O
Terms,O
&,O
Condition,O
:,O
1,O
.,O
Goods,O
once,O
sold,O
will,O
not,O
be,O
taken,O
back,O
.,O
2,O
.,O
Interest,O
@18,O
%,O
p.s,O
.,O
will,O
be,O
charged,O
if,O
payment,O
is,O
not,O
made,O
within,O
due,O
date,O
.,O
3,O
.,O
Our,O
risk,O
and,O
responsibility,O
ceases,O
as,O
soon,O
as,O
the,O
goods,O
leave,O
our,O
premises,O
.,O
4,O
:,O
"""",O
Subject,O
to,O
',O
PUNE,O
',O
Jurisdiction,O
only,O
.,O
E.&.O.E,O
"""",O
:,O
Declaration,O
:,O
"-""I",O
/,O
We,O
here,O
by,O
-,O
certify,O
that,O
my,O
/,O
our,O
registration,O
certificate,O
under,O
the,O
GST,O
is,O
in,O
force,O
on,O
the,O
date,O
on,O
which,O
the,O
sales,O
of,O
the,O
goods,O
specified,O
in,O
this,O
Tax,O
Invoice,O
is,O
made,O
by,O
me/,O
us,O
and,O
that,O
the,O
transaction,O
of,O
sales,O
covered,O
by,O
this,O
tax,O
invoice,O
has,O
been,O
effected,O
by,O
me,O
/,O
us,O
and,O
it,O
shall,O
be,O
accounted,O
for,O
in,O
the,O
turnover,O
of,O
sales,O
while,O
filling,O
of,O
return,O
and,O
the,O
due,O
tax,O
.,O
*,O
bo,O
If,O
anyayable,O
on,O
the,O
